Port,Service,Description
5583,tmo-icon-sync,T-Mobile SMS Protocol Message 2
5584,bis-web,BeInSync-Web
5585,bis-sync,BeInSync-sync
5586,,Reserved
5587,,Unassigned
5588,,Unassigned
5589,,Unassigned
5590,,Unassigned
5591,,Unassigned
5592,,Unassigned
5593,,Unassigned
5594,,Unassigned
5595,,Unassigned
5596,,Unassigned
5597,ininmessaging,inin secure messaging
5598,mctfeed,MCT Market Data Feed
5599,esinstall,Enterprise Security Remote Install
5600,esmmanager,Enterprise Security Manager
5601,esmagent,Enterprise Security Agent
5602,a1-msc,A1-MSC
5603,a1-bs,A1-BS
5604,a3-sdunode,A3-SDUNode
5605,a4-sdunode,A4-SDUNode
5606,,Unassigned
5607,,Unassigned
5608,,Unassigned
5609,,Unassigned
5610,,Unassigned
5611,,Unassigned
5612,,Unassigned
5613,,Unassigned
5614,,Unassigned
5615,,Unassigned
5616,,Unassigned
5617,,Unassigned
5618,,Reserved
5619,,Unassigned
5620,,Unassigned
5621,,Unassigned
5622,,Unassigned
5623,,Unassigned
5624,,Unassigned
5625,,Unassigned
5626,,Unassigned
5627,ninaf,Node Initiated Network Association Forma
5628,htrust,HTrust API
5629,symantec-sfdb,Symantec Storage Foundation for Database
5630,precise-comm,PreciseCommunication
5631,pcanywheredata,pcANYWHEREdata
5632,pcanywherestat,pcANYWHEREstat
5633,beorl,BE Operations Request Listener
5634,xprtld,SF Message Service
5635,,Reserved
5636,,Reserved
5637,,Reserved
5638,,Reserved
5639,,Reserved
5640,,Unassigned
5641,,Unassigned
5642,,Unassigned
5643,,Unassigned
5644,,Unassigned
5645,,Unassigned
5646,,Reserved
5647,,Unassigned
5648,,Unassigned
5649,,Unassigned
5650,,Unassigned
5651,,Unassigned
5652,,Unassigned
5653,,Unassigned
5654,,Unassigned
5655,,Unassigned
5656,,Unassigned
5657,,Unassigned
5658,,Unassigned
5659,,Unassigned
5660,,Unassigned
5661,,Unassigned
5662,,Unassigned
5663,,Unassigned
5664,,Unassigned
5665,,Unassigned
5666,,Reserved
5667,,Unassigned
5668,,Unassigned
5669,,Unassigned
5670,zre-disc,Local area discovery and messaging over ZeroMQ
5671,amqps,amqp protocol over TLS/SSL
5672,amqp,AMQP
5673,jms,JACL Message Server
5674,hyperscsi-port,HyperSCSI Port
5675,v5ua,V5UA application port
5676,raadmin,RA Administration
5677,questdb2-lnchr,Quest Central DB2 Launchr
5678,rrac,Remote Replication Agent Connection
5679,dccm,Direct Cable Connect Manager
5680,auriga-router,Auriga Router Service
5681,ncxcp,Net-coneX Control Protocol
5682,brightcore,BrightCore control & data transfer exchange
5683,coap,Constrained Application Protocol
5684,coaps,DTLS-secured CoAP
5685,,Unassigned
5686,,Unassigned
5687,,Reserved
5688,ggz,GGZ Gaming Zone
5689,qmvideo,QM video network management protocol
5690,,Unassigned
5691,,Unassigned
5692,,Unassigned
5693,,Reserved
5694,,Unassigned
5695,,Unassigned
5696,,Reserved
5697,,Unassigned
5698,,Unassigned
5699,,Unassigned
5700,,Reserved
5701,,Unassigned
5702,,Unassigned
5703,,Unassigned
5704,,Unassigned
5705,,Reserved
5706,,Unassigned
5707,,Unassigned
5708,,Unassigned
5709,,Unassigned
5710,,Unassigned
5711,,Unassigned
5712,,Unassigned
5713,proshareaudio,proshare conf audio
5714,prosharevideo,proshare conf video
5715,prosharedata,proshare conf data
5716,prosharerequest,proshare conf request
5717,prosharenotify,proshare conf notify
5718,dpm,DPM Communication Server
5719,dpm-agent,DPM Agent Coordinator
5720,ms-licensing,MS-Licensing
5721,dtpt,Desktop Passthru Service
5722,msdfsr,Microsoft DFS Replication Service
5723,omhs,Operations Manager - Health Service
5724,omsdk,Operations Manager - SDK Service
5725,,Reserved
5726,,Reserved
5727,,Reserved
5728,io-dist-group,Dist. I/O Comm. Service Group Membership
5729,openmail,Openmail User Agent Layer
5730,unieng,Steltor's calendar access
5731,,Unassigned
5732,,Unassigned
5733,,Unassigned
5734,,Unassigned
5735,,Unassigned
5736,,Unassigned
5737,,Unassigned
5738,,Unassigned
5739,,Unassigned
5740,,Unassigned
5741,ida-discover1,IDA Discover Port 1
5742,ida-discover2,IDA Discover Port 2
5743,watchdoc-pod,Watchdoc NetPOD Protocol
5744,watchdoc,Watchdoc Server
5745,fcopy-server,fcopy-server
5746,fcopys-server,fcopys-server
5747,tunatic,Wildbits Tunatic
5748,tunalyzer,Wildbits Tunalyzer
5749,,Unassigned
5750,rscd,Bladelogic Agent Service
5751,,Unassigned
5752,,Unassigned
5753,,Unassigned
5754,,Unassigned
5755,openmailg,OpenMail Desk Gateway server
5756,,Unassigned
5757,x500ms,OpenMail X.500 Directory Server
5758,,Unassigned
5759,,Unassigned
5760,,Unassigned
5761,,Unassigned
5762,,Unassigned
5763,,Unassigned
5764,,Unassigned
5765,,Unassigned
5766,openmailns,OpenMail NewMail Server
5767,s-openmail,OpenMail Suer Agent Layer (Secure)
5768,openmailpxy,OpenMail CMTS Server
5769,spramsca,x509solutions Internal CA
5770,spramsd,x509solutions Secure Data
5771,netagent,NetAgent
5772,,Unassigned
5773,,Unassigned
5774,,Unassigned
5775,,Unassigned
5776,,Unassigned
5777,dali-port,DALI Port
5778,,Unassigned
5779,,Unassigned
5780,,Reserved
5781,3par-evts,3PAR Event Reporting Service
5782,3par-mgmt,3PAR Management Service
5783,3par-mgmt-ssl,3PAR Management Service with SSL
5784,ibar,Cisco Interbox Application Redundancy
5785,3par-rcopy,3PAR Inform Remote Copy
5786,cisco-redu,redundancy notification
5787,waascluster,Cisco WAAS Cluster Protocol
5788,,Unassigned
5789,,Unassigned
5790,,Unassigned
5791,,Unassigned
5792,,Unassigned
5793,xtreamx,XtreamX Supervised Peer message
5794,spdp,Simple Peered Discovery Protocol
5795,,Unassigned
5796,,Unassigned
5797,,Unassigned
5798,,Unassigned
5799,,Unassigned
5800,,Unassigned
5801,,Unassigned
5802,,Unassigned
5803,,Unassigned
5804,,Unassigned
5805,,Unassigned
5806,,Unassigned
5807,,Unassigned
5808,,Unassigned
5809,,Unassigned
5810,,Unassigned
5811,,Unassigned
5812,,Unassigned
5813,icmpd,ICMPD
5814,spt-automation,Support Automation
5815,,Unassigned
5816,,Unassigned
5817,,Unassigned
5818,,Unassigned
5819,,Unassigned
5820,,Unassigned
5821,,Unassigned
5822,,Unassigned
5823,,Unassigned
5824,,Unassigned
5825,,Unassigned
5826,,Unassigned
5827,,Unassigned
5828,,Unassigned
5829,,Unassigned
5830,,Unassigned
5831,,Unassigned
5832,,Unassigned
5833,,Unassigned
5834,,Unassigned
5835,,Unassigned
5836,,Unassigned
5837,,Unassigned
5838,,Unassigned
5839,,Unassigned
5840,,Unassigned
5841,,Reserved
5842,,Reserved
5843,,Unassigned
5844,,Unassigned
5845,,Unassigned
5846,,Unassigned
5847,,Unassigned
5848,,Unassigned
5849,,Unassigned
5850,,Unassigned
5851,,Unassigned
5852,,Unassigned
5853,,Unassigned
5854,,Unassigned
5855,,Unassigned
5856,,Unassigned
5857,,Unassigned
5858,,Unassigned
5859,wherehoo,WHEREHOO
5860,,Unassigned
5861,,Unassigned
5862,,Unassigned
5863,ppsuitemsg,PlanetPress Suite Messeng
5864,,Unassigned
5865,,Unassigned
5866,,Unassigned
5867,,Unassigned
5868,diameters,Diameter over DTLS/SCTP
5869,,Unassigned
5870,,Unassigned
5871,,Unassigned
5872,,Unassigned
5873,,Unassigned
5874,,Unassigned
5875,,Unassigned
5876,,Unassigned
5877,,Unassigned
5878,,Unassigned
5879,,Unassigned
5880,,Unassigned
5881,,Unassigned
5882,,Unassigned
5883,jute,Javascript Unit Test Environment
5884,,Unassigned
5885,,Unassigned
5886,,Unassigned
5887,,Unassigned
5888,,Unassigned
5889,,Unassigned
5890,,Unassigned
5891,,Unassigned
5892,,Unassigned
5893,,Unassigned
5894,,Unassigned
5895,,Unassigned
5896,,Unassigned
5897,,Unassigned
5898,,Unassigned
5899,,Unassigned
5900,rfb,Remote Framebuffer
5901,,Unassigned
5902,,Unassigned
5903,,Unassigned
5904,,Unassigned
5905,,Unassigned
5906,,Unassigned
5907,,Unassigned
5908,,Unassigned
5909,,Unassigned
5910,cm,Context Management
5911,cpdlc,Controller Pilot Data Link Communication
5912,fis,Flight Information Services
5913,ads-c,Automatic Dependent Surveillance
5914,,Unassigned
5915,,Unassigned
5916,,Unassigned
5917,,Unassigned
5918,,Unassigned
5919,,Unassigned
5920,,Unassigned
5921,,Unassigned
5922,,Unassigned
5923,,Unassigned
5924,,Unassigned
5925,,Unassigned
5926,,Unassigned
5927,,Unassigned
5928,,Unassigned
5929,,Unassigned
5930,,Unassigned
5931,,Unassigned
5932,,Unassigned
5933,,Unassigned
5934,,Unassigned
5935,,Unassigned
5936,,Unassigned
5937,,Unassigned
5938,,Unassigned
5939,,Unassigned
5940,,Unassigned
5941,,Unassigned
5942,,Unassigned
5943,,Unassigned
5944,,Unassigned
5945,,Unassigned
5946,,Unassigned
5947,,Unassigned
5948,,Unassigned
5949,,Unassigned
5950,,Unassigned
5951,,Unassigned
5952,,Unassigned
5953,,Unassigned
5954,,Unassigned
5955,,Unassigned
5956,,Unassigned
5957,,Unassigned
5958,,Unassigned
5959,,Unassigned
5960,,Unassigned
5961,,Unassigned
5962,,Unassigned
5963,indy,Indy Application Server
5964,,Unassigned
5965,,Unassigned
5966,,Unassigned
5967,,Unassigned
5968,mppolicy-v5,mppolicy-v5
5969,mppolicy-mgr,mppolicy-mgr
5970,,Unassigned
5971,,Unassigned
5972,,Unassigned
5973,,Unassigned
5974,,Unassigned
5975,,Unassigned
5976,,Unassigned
5977,,Unassigned
5978,,Unassigned
5979,,Unassigned
5980,,Unassigned
5981,,Unassigned
5982,,Unassigned
5983,,Unassigned
5984,couchdb,CouchDB
5985,wsman,WBEM WS-Management HTTP
5986,wsmans,WBEM WS-Management HTTP over TLS/SSL
5987,wbem-rmi,WBEM RMI
5988,wbem-http,WBEM CIM-XML (HTTP)
5989,wbem-https,WBEM CIM-XML (HTTPS)
5990,wbem-exp-https,WBEM Export HTTPS
5991,nuxsl,NUXSL
5992,consul-insight,Consul InSight Security
5993,,Reserved
5994,,Unassigned
5995,,Unassigned
5996,,Unassigned
5997,,Unassigned
5998,,Unassigned
5999,cvsup,CVSup
6000,x11,X Window System
6001,x11,X Window System
6002,x11,X Window System
6003,x11,X Window System
6004,x11,X Window System
6005,x11,X Window System
6006,x11,X Window System
6007,x11,X Window System
6008,x11,X Window System
6009,x11,X Window System
6010,x11,X Window System
6011,x11,X Window System
6012,x11,X Window System
6013,x11,X Window System
6014,x11,X Window System
6015,x11,X Window System
6016,x11,X Window System
6017,x11,X Window System
6018,x11,X Window System
6019,x11,X Window System
6020,x11,X Window System
6021,x11,X Window System
6022,x11,X Window System
6023,x11,X Window System
6024,x11,X Window System
6025,x11,X Window System
6026,x11,X Window System
6027,x11,X Window System
6028,x11,X Window System
6029,x11,X Window System
6030,x11,X Window System
6031,x11,X Window System
6032,x11,X Window System
6033,x11,X Window System
6034,x11,X Window System
6035,x11,X Window System
6036,x11,X Window System
6037,x11,X Window System
6038,x11,X Window System
6039,x11,X Window System
6040,x11,X Window System
6041,x11,X Window System
6042,x11,X Window System
6043,x11,X Window System
6044,x11,X Window System
6045,x11,X Window System
6046,x11,X Window System
6047,x11,X Window System
6048,x11,X Window System
6049,x11,X Window System
6050,x11,X Window System
6051,x11,X Window System
6052,x11,X Window System
6053,x11,X Window System
6054,x11,X Window System
6055,x11,X Window System
6056,x11,X Window System
6057,x11,X Window System
6058,x11,X Window System
6059,x11,X Window System
6060,x11,X Window System
6061,x11,X Window System
6062,x11,X Window System
6063,x11,X Window System
6064,ndl-ahp-svc,NDL-AHP-SVC
6065,winpharaoh,WinPharaoh
6066,ewctsp,EWCTSP
6067,,Unassigned
6068,,Reserved
6069,trip,TRIP
6070,messageasap,Messageasap
6071,ssdtp,SSDTP
6072,diagnose-proc,DIAGNOSE-PROC
6073,directplay8,DirectPlay8
6074,max,Microsoft Max
6075,,Reserved
6076,,Reserved
6077,,Reserved
6078,,Unassigned
6079,,Unassigned
6080,,Reserved
6081,,Reserved
6082,p25cai,APCO Project 25 Common Air Interface - UDP encapsulation
6083,miami-bcast,telecomsoftware miami broadcast
6084,,Reserved
6085,konspire2b,konspire2b p2p network
6086,pdtp,PDTP P2P
6087,ldss,Local Download Sharing Service
6088,doglms-notify,SuperDog License Manager Notifier
6089,,Unassigned
6090,,Unassigned
6091,,Unassigned
6092,,Unassigned
6093,,Unassigned
6094,,Unassigned
6095,,Unassigned
6096,,Unassigned
6097,,Unassigned
6098,,Unassigned
6099,,Reserved
6100,synchronet-db,SynchroNet-db
6101,synchronet-rtc,SynchroNet-rtc
6102,synchronet-upd,SynchroNet-upd
6103,rets,RETS
6104,dbdb,DBDB
6105,primaserver,Prima Server
6106,mpsserver,MPS Server
6107,etc-control,ETC Control
6108,sercomm-scadmin,Sercomm-SCAdmin
6109,globecast-id,GLOBECAST-ID
6110,softcm,HP SoftBench CM
6111,spc,HP SoftBench Sub-Process Control
6112,dtspcd,Desk-Top Sub-Process Control Daemon
6113,,Reserved
6114,,Reserved
6115,,Reserved
6116,,Reserved
6117,,Reserved
6118,,Reserved
6119,,Unassigned
6120,,Unassigned
6121,,Reserved
6122,bex-webadmin,Backup Express Web Server
6123,backup-express,Backup Express
6124,pnbs,Phlexible Network Backup Service
6125,,Unassigned
6126,,Unassigned
6127,,Unassigned
6128,,Unassigned
6129,,Unassigned
6130,,Reserved
6131,,Unassigned
6132,,Unassigned
6133,nbt-wol,New Boundary Tech WOL
6134,,Unassigned
6135,,Unassigned
6136,,Unassigned
6137,,Unassigned
6138,,Unassigned
6139,,Unassigned
6140,pulsonixnls,Pulsonix Network License Service
6141,meta-corp,Meta Corporation License Manager
6142,aspentec-lm,Aspen Technology License Manager
6143,watershed-lm,Watershed License Manager
6144,statsci1-lm,StatSci License Manager - 1
6145,statsci2-lm,StatSci License Manager - 2
6146,lonewolf-lm,Lone Wolf Systems License Manager
6147,montage-lm,Montage License Manager
6148,ricardo-lm,Ricardo North America License Manager
6149,tal-pod,tal-pod
6150,,Unassigned
6151,,Unassigned
6152,,Unassigned
6153,,Unassigned
6154,,Unassigned
6155,,Unassigned
6156,,Unassigned
6157,,Unassigned
6158,,Unassigned
6159,,Reserved
6160,ecmp-data,Emerson Extensible Control and Management Protocol Data
6161,patrol-ism,PATROL Internet Srv Mgr
6162,patrol-coll,PATROL Collector
6163,pscribe,Precision Scribe Cnx Port
6164,,Unassigned
6165,,Unassigned
6166,,Unassigned
6167,,Unassigned
6168,,Unassigned
6169,,Unassigned
6170,,Unassigned
6171,,Unassigned
6172,,Unassigned
6173,,Unassigned
6174,,Unassigned
6175,,Unassigned
6176,,Unassigned
6177,,Unassigned
6178,,Unassigned
6179,,Unassigned
6180,,Unassigned
6181,,Unassigned
6182,,Unassigned
6183,,Unassigned
6184,,Unassigned
6185,,Unassigned
6186,,Unassigned
6187,,Unassigned
6188,,Unassigned
6189,,Unassigned
6190,,Unassigned
6191,,Unassigned
6192,,Unassigned
6193,,Unassigned
6194,,Unassigned
6195,,Unassigned
6196,,Unassigned
6197,,Unassigned
6198,,Unassigned
6199,,Unassigned
6200,lm-x,LM-X License Manager by X-Formation
6201,thermo-calc,Management of service nodes in a processing grid for thermodynamic calculations
6202,,Unassigned
6203,,Unassigned
6204,,Unassigned
6205,,Unassigned
6206,,Unassigned
6207,,Unassigned
6208,,Unassigned
6209,qmtps,QMTP over TLS
6210,,Unassigned
6211,,Unassigned
6212,,Unassigned
6213,,Unassigned
6214,,Unassigned
6215,,Unassigned
6216,,Unassigned
6217,,Unassigned
6218,,Unassigned
6219,,Unassigned
6220,,Unassigned
6221,,Unassigned
6222,radmind,Radmind Access Protocol
6223,,Unassigned
6224,,Unassigned
6225,,Unassigned
6226,,Unassigned
6227,,Unassigned
6228,,Unassigned
6229,,Unassigned
6230,,Unassigned
6231,,Unassigned
6232,,Unassigned
6233,,Unassigned
6234,,Unassigned
6235,,Unassigned
6236,,Unassigned
6237,,Unassigned
6238,,Unassigned
6239,,Unassigned
6240,,Unassigned
6241,jeol-nsddp-1,JEOL Network Services Dynamic Discovery Protocol 1
6242,jeol-nsddp-2,JEOL Network Services Dynamic Discovery Protocol 2
6243,jeol-nsddp-3,JEOL Network Services Dynamic Discovery Protocol 3
6244,jeol-nsddp-4,JEOL Network Services Dynamic Discovery Protocol 4
6245,,Unassigned
6246,,Unassigned
6247,,Unassigned
6248,,Unassigned
6249,,Unassigned
6250,,Unassigned
6251,tl1-raw-ssl,TL1 Raw Over SSL/TLS
6252,tl1-ssh,TL1 over SSH
6253,crip,CRIP
6254,,Unassigned
6255,,Unassigned
6256,,Unassigned
6257,,Unassigned
6258,,Unassigned
6259,,Unassigned
6260,,Unassigned
6261,,Unassigned
6262,,Unassigned
6263,,Unassigned
6264,,Unassigned
6265,,Unassigned
6266,,Unassigned
6267,,Reserved
6268,grid,Grid Authentication
6269,grid-alt,Grid Authentication Alt
6270,,Unassigned
6271,,Unassigned
6272,,Unassigned
6273,,Unassigned
6274,,Unassigned
6275,,Unassigned
6276,,Unassigned
6277,,Unassigned
6278,,Unassigned
6279,,Unassigned
6280,,Unassigned
6281,,Unassigned
6282,,Unassigned
6283,,Unassigned
6284,,Unassigned
6285,,Unassigned
6286,,Unassigned
6287,,Unassigned
6288,,Unassigned
6289,,Unassigned
6290,,Unassigned
6291,,Unassigned
6292,,Unassigned
6293,,Unassigned
6294,,Unassigned
6295,,Unassigned
6296,,Unassigned
6297,,Unassigned
6298,,Unassigned
6299,,Unassigned
6300,bmc-grx,BMC GRX
6301,bmc_ctd_ldap,BMC CONTROL-D LDAP SERVER
6302,,Unassigned
6303,,Unassigned
6304,,Unassigned
6305,,Unassigned
6306,ufmp,Unified Fabric Management Protocol
6307,,Unassigned
6308,,Unassigned
6309,,Unassigned
6310,,Unassigned
6311,,Unassigned
6312,,Unassigned
6313,,Unassigned
6314,,Unassigned
6315,scup-disc,Sensor Control Unit Protocol Discovery Protocol
6316,abb-escp,Ethernet Sensor Communications Protocol
6317,nav-data,Navtech Radar Sensor Data
6318,,Unassigned
6319,,Unassigned
6320,repsvc,Double-Take Replication Service
6321,emp-server1,Empress Software Connectivity Server 1
6322,emp-server2,Empress Software Connectivity Server 2
6323,,Unassigned
6324,hrd-ns-disc,HR Device Network service
6325,,Reserved
6326,,Reserved
6327,,Unassigned
6328,,Unassigned
6329,,Unassigned
6330,,Unassigned
6331,,Unassigned
6332,,Unassigned
6333,,Unassigned
6334,,Unassigned
6335,,Unassigned
6336,,Unassigned
6337,,Unassigned
6338,,Unassigned
6339,,Unassigned
6340,,Unassigned
6341,,Unassigned
6342,,Unassigned
6343,sflow,sFlow traffic monitoring
6344,,Reserved
6345,,Unassigned
6346,gnutella-svc,gnutella-svc
6347,gnutella-rtr,gnutella-rtr
6348,,Unassigned
6349,,Unassigned
6350,adap,App Discovery and Access Protocol
6351,,Unassigned
6352,,Unassigned
6353,,Unassigned
6354,,Unassigned
6355,pmcs,PMCS applications
6356,,Unassigned
6357,,Unassigned
6358,,Unassigned
6359,,Unassigned
6360,metaedit-mu,MetaEdit+ Multi-User
6361,,Unassigned
6362,,Unassigned
6363,,Reserved
6364,,Unassigned
6365,,Unassigned
6366,,Unassigned
6367,,Unassigned
6368,,Unassigned
6369,,Unassigned
6370,metaedit-se,MetaEdit+ Server Administration
6371,,Unassigned
6372,,Unassigned
6373,,Unassigned
6374,,Unassigned
6375,,Unassigned
6376,,Unassigned
6377,,Unassigned
6378,,Unassigned
6379,,Reserved
6380,,Unassigned
6381,,Unassigned
6382,metatude-mds,Metatude Dialogue Server
6383,,Unassigned
6384,,Unassigned
6385,,Unassigned
6386,,Unassigned
6387,,Unassigned
6388,,Unassigned
6389,clariion-evr01,clariion-evr01
6390,metaedit-ws,MetaEdit+ WebService API
6391,,Unassigned
6392,,Unassigned
6393,,Unassigned
6394,,Unassigned
6395,,Unassigned
6396,,Unassigned
6397,,Unassigned
6398,,Unassigned
6399,,Unassigned
6400,boe-cms,Business Objects CMS contact port
6401,boe-was,boe-was
6402,boe-eventsrv,boe-eventsrv
6403,boe-cachesvr,boe-cachesvr
6404,boe-filesvr,Business Objects Enterprise internal server
6405,boe-pagesvr,Business Objects Enterprise internal server
6406,boe-processsvr,Business Objects Enterprise internal server
6407,boe-resssvr1,Business Objects Enterprise internal server
6408,boe-resssvr2,Business Objects Enterprise internal server
6409,boe-resssvr3,Business Objects Enterprise internal server
6410,boe-resssvr4,Business Objects Enterprise internal server
6411,,Unassigned
6412,,Unassigned
6413,,Unassigned
6414,,Unassigned
6415,,Unassigned
6416,,Unassigned
6417,faxcomservice,Faxcom Message Service
6418,,Reserved
6419,svdrp-disc,Simple VDR Protocol Discovery
6420,nim-vdrshell,NIM_VDRShell
6421,nim-wan,NIM_WAN
6422,,Unassigned
6423,,Unassigned
6424,,Unassigned
6425,,Unassigned
6426,,Unassigned
6427,,Unassigned
6428,,Unassigned
6429,,Unassigned
6430,,Unassigned
6431,,Unassigned
6432,,Reserved
6433,,Unassigned
6434,,Unassigned
6435,,Unassigned
6436,,Unassigned
6437,,Unassigned
6438,,Unassigned
6439,,Unassigned
6440,,Unassigned
6441,,Unassigned
6442,,Reserved
6443,sun-sr-https,Service Registry Default HTTPS Domain
6444,sge_qmaster,Grid Engine Qmaster Service
6445,sge_execd,Grid Engine Execution Service
6446,mysql-proxy,MySQL Proxy
6447,,Unassigned
6448,,Unassigned
6449,,Unassigned
6450,,Unassigned
6451,,Unassigned
6452,,Unassigned
6453,,Unassigned
6454,,Unassigned
6455,skip-cert-recv,SKIP Certificate Receive
6456,skip-cert-send,SKIP Certificate Send
6457,,Unassigned
6458,,Unassigned
6459,,Unassigned
6460,,Unassigned
6461,,Unassigned
6462,,Unassigned
6463,,Unassigned
6464,ieee11073-20701,Port assignment for medical device communication in 
6465,,Unassigned
6466,,Unassigned
6467,,Unassigned
6468,,Unassigned
6469,,Unassigned
6470,,Unassigned
6471,lvision-lm,LVision License Manager
6472,,Unassigned
6473,,Unassigned
6474,,Unassigned
6475,,Unassigned
6476,,Unassigned
6477,,Unassigned
6478,,Unassigned
6479,,Unassigned
6480,sun-sr-http,Service Registry Default HTTP Domain
6481,servicetags,Service Tags
6482,ldoms-mgmt,Logical Domains Management Interface
6483,SunVTS-RMI,SunVTS RMI
6484,sun-sr-jms,Service Registry Default JMS Domain
6485,sun-sr-iiop,Service Registry Default IIOP Domain
6486,sun-sr-iiops,Service Registry Default IIOPS Domain
